RowName,MapID,DisplayName,LevelName,SubWorldName,LevelFullPath,TargetKillCount,MaxMatchDuration,bAddToCook,bShowInMapSelection,bUseFastNetFrame,MapDesc,bStreamingLevel,bUsePSOCache,bInGameLevel,bShouldWaitingAllPlayerLoadComplete,DoorKeyConsumeMultiple,RowDescription
2001,2001,,EffectsTestMap_Empty,,/Game/Maps/EffectsTestMap_Empty/EffectsTestMap_Empty,80,1800,True,True,True,,False,False,False,False,1,None
2002,2002,,EffectsTestMap_VFX,,/Game/Maps/EffectsTestMap_VFX/EffectsTestMap_VFX,80,1800,True,True,True,,False,False,False,False,1,None
2003,2003,,EffectsTestMap_Destructable,,/Game/Maps/EffectsTestMap_Destructable/EffectsTestMap_Destructable,80,1800,True,True,True,,False,False,False,False,1,None
901,901,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
902,902,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
903,903,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
904,904,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
905,905,,Shafted_TacticalConquestB,,/Game/Maps/Shafted_TacticalConquestB/Shafted_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
906,906,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
907,907,,NavalBattle_TacticalConquestB,,/Game/Maps/NavalBattle_TacticalConquestB/NavalBattle_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
908,908,,TestMap_SkinPreview,,/Game/Maps/TestPerfomanceMap/TestMap_SkinPreview,80,1800,True,True,True,,False,False,False,False,1,None
909,909,,Forrest_WithFire,,/Game/Maps/Forrest_DynamicRequest/Forrest_WithFire/Forrest_WithFire,1000,1800,True,True,True,,True,True,True,False,1,None
910,910,,Forrest_WithoutFire,,/Game/Maps/Forrest_DynamicRequest/Forrest_WithoutFire/Forrest_WithoutFire,1000,1800,True,True,True,,True,True,True,False,1,None
550,550,,NavalBattle_Conquest,,/Game/Maps/NavalBattle_Conquest/NavalBattle_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
551,551,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,2,None
552,552,,Fault_Conquest,,/Game/Maps/Fault_Conquest/Fault_Conquest,80,1800,True,True,True,,False,False,False,False,3,None
553,553,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,4,None
554,554,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,5,None
555,555,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,6,None
556,556,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,7,None
557,557,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,8,None
558,558,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,9,None
559,559,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,10,None
560,560,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,11,None
561,561,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,12,None
562,562,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,13,None
563,563,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,14,None
564,564,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,15,None
565,565,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,16,None
566,566,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,17,None
567,567,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,18,None
568,568,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,19,None
569,569,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,20,None
570,570,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,21,None
571,571,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,22,None
572,572,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,23,None
573,573,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,24,None
574,574,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,25,None
575,575,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,26,None
576,576,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,27,None
577,577,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,28,None
578,578,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,29,None
579,579,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,30,None
580,580,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,31,None
581,581,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,32,None
582,582,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,33,None
583,583,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,34,None
584,584,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,35,None
585,585,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,36,None
586,586,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,37,None
587,587,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,38,None
588,588,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,39,None
2242,2242,,Dam_Iris_Level42,Dam_Iris_Level42,/Game/Maps/Iris_Entry/Iris_Entry,0,1500,False,True,True,,True,True,True,False,2,None
342,342,,Dam_Iris_Level42_4Cook,,/Game/Maps/Dam_Iris_Level42/Dam_Iris_Level42,0,1800,True,True,True,,False,False,False,False,1,None
946,946,,Fault_TacticalConquestB,,/Game/Maps/Fault_TacticalConquestB/Fault_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
947,947,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
8821,8821,,Tide_Level21,Tide_Level21,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,1,None
2223,2223,,Dam_Iris_Level23,Dam_Iris_Level23,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,1,None
8123,8123,,Brakkesh_Level23,Brakkesh_Level23,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,1,None
948,948,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
949,949,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
950,950,,Fault_TacticalConquestB,,/Game/Maps/Fault_TacticalConquestB/Fault_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
951,951,,Fault_TacticalConquestB,,/Game/Maps/Fault_TacticalConquestB/Fault_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
952,952,,Tide_Level21_4Cook,,/Game/Maps/Tide_Level21/Tide_Level21,0,1800,True,True,True,,False,False,False,False,1,None
953,953,,Dam_Iris_Level23_4Cook,,/Game/Maps/Dam_Iris_Level23/Dam_Iris_Level23,0,1800,True,True,True,,False,False,False,False,1,None
954,954,,Brakkesh_Level23_4Cook,,/Game/Maps/Brakkesh_Level23/Brakkesh_Level23,0,1800,True,True,True,,False,False,False,False,1,None
956,956,,Cracked_SteelTorrent,,/Game/Maps/Cracked_SteelTorrent/Cracked_SteelTorrent,80,1800,True,True,True,,False,False,False,False,1,None
957,957,,Iceland_SteelTorrent,,/Game/Maps/Iceland_SteelTorrent/Iceland_SteelTorrent,80,1800,True,True,True,,False,False,False,False,1,None
958,958,,Derail_SteelTorrent,,/Game/Maps/Derail_SteelTorrent/Derail_SteelTorrent,80,1800,True,True,True,,False,False,False,False,1,None
959,959,,Cracked_HardPoint,,/Game/Maps/Cracked_HardPoint/Cracked_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
960,960,,Retrowar_HardPoint,,/Game/Maps/Retrowar_HardPoint/Retrowar_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
961,961,,Fault_HardPoint,,/Game/Maps/Fault_HardPoint/Fault_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
962,962,,Monument_HardPoint,,/Game/Maps/Monument_HardPoint/Monument_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
963,963,,Collapse_HardPoint,,/Game/Maps/Collapse_HardPoint/Collapse_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
2251,2251,,Dam_Iris_Level51,Dam_Iris_Level51,/Game/Maps/Iris_Entry/Iris_Entry,0,1080,False,False,True,,True,True,True,True,2,None
8151,8151,,Brakkesh_Level51,Brakkesh_Level51,/Game/Maps/Iris_Entry/Iris_Entry,0,1080,False,False,True,,True,True,True,True,2,None
3951,3951,,SpaceCenter_Level51,SpaceCenter_Level51,/Game/Maps/Iris_Entry/Iris_Entry,0,1080,False,False,True,,True,True,True,True,2,None
8851,8851,,Tide_Level51,Tide_Level51,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,False,True,,True,True,True,True,2,None
964,964,,Collapse_TacticalConquestB,,/Game/Maps/Collapse_TacticalConquestB/Collapse_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
251,251,,Dam_Iris_Level51_4Cook,,/Game/Maps/Dam_Iris_Level51/Dam_Iris_Level51,0,1800,True,True,True,,True,True,True,False,1,None
252,252,,Brakkesh_Level51_4Cook,,/Game/Maps/Brakkesh_Level51/Brakkesh_Level51,0,1800,True,True,True,,True,True,True,False,1,None
253,253,,SpaceCenter_Level51_4Cook,,/Game/Maps/SpaceCenter_Level51/SpaceCenter_Level51,0,1800,True,True,True,,True,True,True,False,1,None
254,254,,Tide_Level51_4Cook,,/Game/Maps/Tide_Level51/Tide_Level51,0,1800,True,True,True,,True,True,True,False,1,None
965,965,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
966,966,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
967,967,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
968,968,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
996,996,,Monument_SteelTorrent,,/Game/Maps/Monument_SteelTorrent/Monument_SteelTorrent,80,1800,True,True,True,,False,False,False,False,1,None
997,997,,Collapse_SteelTorrent,,/Game/Maps/Collapse_SteelTorrent/Collapse_SteelTorrent,80,1800,True,True,True,,False,False,False,False,1,None
890,890,,AZ-5_4Cook,,/Game/Maps/AZ-5/AZ-5,0,2400,True,True,True,,False,False,False,False,1,None
891,891,,AZ-5_Level1_4Cook,,/Game/Maps/AZ-5_Level1/AZ-5_Level1,0,2400,True,True,True,,False,False,False,False,1,None
892,892,,AZ-5_Level2_4Cook,,/Game/Maps/AZ-5_Level2/AZ-5_Level2,0,2400,True,True,True,,False,False,False,False,1,None
893,893,,AZ-5_Level3_4Cook,,/Game/Maps/AZ-5_Level3/AZ-5_Level3,0,2400,True,True,True,,False,False,False,False,1,None
8901,8901,,AZ-5_Level1,AZ-5_Level1,/Game/Maps/Iris_Entry/Iris_Entry,0,2400,False,True,True,,True,True,True,False,1,None
8902,8902,,AZ-5_Level2,AZ-5_Level2,/Game/Maps/Iris_Entry/Iris_Entry,0,2400,False,True,True,,True,True,True,False,2,None
8903,8903,,AZ-5_Level3,AZ-5_Level3,/Game/Maps/Iris_Entry/Iris_Entry,0,2400,False,True,True,,True,True,True,False,4,None
1059,1059,,Cracked_HardPoint,,/Game/Maps/Cracked_HardPoint/Cracked_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
1060,1060,,Retrowar_HardPoint,,/Game/Maps/Retrowar_HardPoint/Retrowar_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
1061,1061,,Fault_HardPoint,,/Game/Maps/Fault_HardPoint/Fault_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
1062,1062,,Monument_HardPoint,,/Game/Maps/Monument_HardPoint/Monument_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
1063,1063,,Collapse_HardPoint,,/Game/Maps/Collapse_HardPoint/Collapse_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
969,969,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
970,970,,Iceland_TacticalConquestB,,/Game/Maps/Iceland_TacticalConquestB/Iceland_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
971,971,,Retrowar_TacticalConquestB,,/Game/Maps/Retrowar_TacticalConquestB/Retrowar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
972,972,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
973,973,,Derail_TacticalConquestB,,/Game/Maps/Derail_TacticalConquestB/Derail_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
974,974,,Gibraltar_TacticalConquestB,,/Game/Maps/Gibraltar_TacticalConquestB/Gibraltar_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
975,975,,Fault_TacticalConquestB,,/Game/Maps/Fault_TacticalConquestB/Fault_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
976,976,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
977,977,,Collapse_TacticalConquestB,,/Game/Maps/Collapse_TacticalConquestB/Collapse_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
315,315,,Suez_Warehouse,,/Game/Maps/Suez_Warehouse/Suez_Warehouse,80,1800,True,True,True,,False,False,False,False,1,None
316,316,,Suez_Base,,/Game/Maps/Suez_Base/Suez_Base,80,1800,True,True,True,,False,False,False,False,1,None
317,317,,Suez_BigEvent,,/Game/Maps/Suez_BigEvent/Suez_BigEvent,80,1800,True,True,True,,False,False,False,False,1,None
978,978,,Collapse_TacticalConquestB,,/Game/Maps/Collapse_TacticalConquestB/Collapse_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
979,979,,Monument_TacticalConquestB,,/Game/Maps/Monument_TacticalConquestB/Monument_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
980,980,,Cracked_TacticalConquestB,,/Game/Maps/Cracked_TacticalConquestB/Cracked_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
999,999,,Shafted_HardPoint,,/Game/Maps/Shafted_HardPoint/Shafted_HardPoint,80,1800,True,True,True,,False,False,False,False,1,None
886,886,,Fault__FlagWar,,/Game/Maps/Fault_FlagWar/Fault_FlagWar,80,1800,True,True,True,,False,False,False,False,1,None
887,887,,NavalBattle_FlagWar,,/Game/Maps/NavalBattle_FlagWar/NavalBattle_FlagWar,80,1800,True,True,True,,False,False,False,False,1,None
6666,6666,,Gym_DPVS_Character,,/Game/Maps/TestMap/CharacterTest/Gym_DPVS_Character,0,1800,True,True,True,,False,False,True,False,1,None
260,260,,Mogadishu,,/Game/Maps/Mogadishu/Mogadishu,80,1800,True,True,True,,False,False,False,False,1,None
261,261,,Mogadishu_Breakthrough,,/Game/Maps/Mogadishu_Breakthrough/Mogadishu_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
262,262,,Mogadishu_Conquest,,/Game/Maps/Mogadishu_Conquest/Mogadishu_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
885,885,,Suez_TacticalConquestB,,/Game/Maps/Suez_TacticalConquestB/Suez_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
3931,3931,,SpaceCenter_Level2,SpaceCenter_Level2,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,False,True,,True,True,True,False,4,None
1107,1107,,Retrowar_Breakthrough,,/Game/Maps/Retrowar_Breakthrough/Retrowar_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
1302,1302,,NavalBattle_Breakthrough,,/Game/Maps/NavalBattle_Breakthrough/NavalBattle_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
9301,9301,,BombDefusal_Watch,,/Game/Maps/BombDefusal_Watch/BombDefusal_Watch,0,1800,True,True,True,,False,False,True,False,1,None
9302,9302,,BombDefusal_Dock,,/Game/Maps/BombDefusal_Dock/BombDefusal_Dock,0,1800,True,True,True,,False,False,True,False,1,None
9303,9303,,BombDefusal_Mansion,,/Game/Maps/BombDefusal_Mansion/BombDefusal_Mansion,0,1800,True,True,True,,False,False,True,False,1,None
9304,9304,,5V5FightBox,,/Game/Maps/5V5FightBox_1/5V5FightBox,0,1800,True,True,True,,False,False,True,False,1,None
9305,9305,,BombDefusal_Watch_Automation,BombDefusal_Watch_Automation,/Game/Maps/SceneAutomation/BombDefusal_Watch_Automation/BombDefusal_Watch_Automation,0,1800,True,True,True,,False,False,False,False,1,None
3011,3011,,Suez_Tower,,/Game/Maps/Suez_Tower/Suez_Tower,0,1800,True,True,True,,False,False,False,False,1,None
888,888,,Gibraltar_FlagWar,,/Game/Maps/Gibraltar_FlagWar/Gibraltar_FlagWar,80,1800,True,True,True,,False,False,False,False,1,None
889,889,,Suez_FlagWar,,/Game/Maps/Suez_FlagWar/Suez_FlagWar,80,1800,True,True,True,,False,False,False,False,1,None
900,900,,Cracked_FlagWar,,/Game/Maps/Cracked_FlagWar/Cracked_FlagWar,80,1800,True,True,True,,False,False,False,False,1,None
2857,2857,,Monument_Conquest,,/Game/Maps/Monument_Conquest/Monument_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
3012,3012,,Suez_Tower_C,,/Game/Maps/Suez_Tower_C/Suez_Tower_C,0,1800,True,True,True,,False,False,False,False,1,None
981,981,,Suez_TacticalConquestB,,/Game/Maps/Suez_TacticalConquestB/Suez_TacticalConquestB,80,1800,True,True,True,,False,False,False,False,1,None
