---,RuleKey,FunctionId,PartFunctionType,bNegative,PartFunctionDynamicType,Param1,Param2,Param3,Param4,Param5
7849,7849,1130176,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7850,7850,1130107,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7851,7851,1130179,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-4,None,None
7852,7852,1130178,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,8,None,None
7853,7853,1130181,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7854,7854,1130182,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-2,None,None
7855,7855,1130183,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
7856,7856,1130184,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-6,None,None
7857,7857,1130185,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,6,None,None
7858,7858,1130189,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
7859,7859,1130190,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
7860,7860,1140191,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7861,7861,1140285,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7862,7862,1140280,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
7863,7863,1140281,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7864,7864,1140233,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7865,7865,1140188,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7866,7866,1140181,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7867,7867,1140180,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7868,7868,1550001,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
7869,7869,1140234,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7870,7870,1140306,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-3,None,None
7871,7871,1140307,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,7,None,None
7872,7872,1140308,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
7873,7873,1140182,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7874,7874,1140186,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7875,7875,1140183,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7876,7876,1140250,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
7877,7877,1280006,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
7878,7878,1140178,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
7879,7879,1140249,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
7880,7880,1140254,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7881,7881,1140325,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7882,7882,1140328,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7883,7883,1640002,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7884,7884,1200046,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7885,7885,1200065,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7886,7886,1200040,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7887,7887,1200042,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7888,7888,1200062,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7889,7889,1200063,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7890,7890,1200043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7891,7891,1200064,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7892,7892,1200044,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7893,7893,1200061,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7894,7894,1200085,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7895,7895,1200076,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7896,7896,1200079,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7897,7897,1200078,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7898,7898,1200077,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7899,7899,1200049,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7900,7900,1200073,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7901,7901,1200072,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7902,7902,1200053,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7903,7903,1200051,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7904,7904,1200052,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
7905,7905,1200056,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
7906,7906,1200057,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
7907,7907,1200070,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
7908,7908,1200069,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7909,7909,1300012,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7910,7910,1200081,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
7911,7911,1300013,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7912,7912,1200087,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7913,7913,1200088,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7914,7914,1200089,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7915,7915,1270005,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7916,7916,1270006,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7917,7917,1270009,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7918,7918,1270010,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7919,7919,1270007,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7920,7920,1270008,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7921,7921,1290005,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7922,7922,1290008,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7923,7923,1290004,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7924,7924,1290003,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7925,7925,1290002,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7926,7926,1290001,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7927,7927,1580001,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7928,7928,1580002,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7929,7929,1580003,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7930,7930,1580004,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7931,7931,1580005,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7932,7932,1580006,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7933,7933,1580007,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7934,7934,1580008,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7935,7935,1580009,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7936,7936,1580010,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7937,7937,1580011,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7938,7938,1580012,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7939,7939,1270013,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7940,7940,1560005,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7941,7941,1560010,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7942,7942,1560001,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7943,7943,1610001,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-3,None,None
7944,7944,1560015,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7945,7945,1270014,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7946,7946,1270015,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7947,7947,1270016,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7948,7948,1400005,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-8,None,None
7949,7949,1560020,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,1,None,None
7950,7950,1650001,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
7951,7951,120124,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.88,None,None
7952,7952,110512,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.88,None,None
7953,7953,230169,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.68,None,None
7954,7954,1120124,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.92,None,None
7955,7955,1110512,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.92,None,None
7956,7956,1230169,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.76,None,None
7957,7957,120124,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.92,None,None
7958,7958,110512,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.92,None,None
7959,7959,230169,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.68,None,None
7960,7960,1120124,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.92,None,None
7961,7961,1110512,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.92,None,None
7962,7962,1230169,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.88,None,None
7963,7963,150268,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,-8,None,None
7964,7964,150268,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-12,None,None
7965,7965,150268,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-12,None,None
7966,7966,150268,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-8,None,None
7967,7967,290010,StaticAttributeModify,False,TacticalEffective,GGunkickRandom,Mult_C,0.5,None,None
7968,7968,1290010,StaticAttributeModify,False,TacticalEffective,GGunkickRandom,Mult_C,0.5,None,None
7969,7969,290010,StaticAttributeModify,False,TacticalEffective,GGunkickSpring,Mult_C,0.5,None,None
7970,7970,1290010,StaticAttributeModify,False,TacticalEffective,GGunkickSpring,Mult_C,0.5,None,None
7971,7971,290010,StaticAttributeModify,False,TacticalEffective,GRecoil_H,Mult_C,0.5,None,None
7972,7972,1290010,StaticAttributeModify,False,TacticalEffective,GRecoil_H,Mult_C,0.5,None,None
7973,7973,290010,StaticAttributeModify,False,TacticalEffective,GRecoil_HShake,Mult_C,0.75,None,None
7974,7974,1290010,StaticAttributeModify,False,TacticalEffective,GRecoil_HShake,Mult_C,0.75,None,None
7975,7975,290010,StaticAttributeModify,False,TacticalEffective,GRecoil_V,Mult_C,0.5,None,None
7976,7976,1290010,StaticAttributeModify,False,TacticalEffective,GRecoil_V,Mult_C,0.5,None,None
7977,7977,290010,StaticAttributeModify,False,TacticalEffective,GRecoil_VShake,Mult_C,0.75,None,None
7978,7978,1290010,StaticAttributeModify,False,TacticalEffective,GRecoil_VShake,Mult_C,0.75,None,None
7979,7979,290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.CrouchBreathFactor,Mult_C,0.2,None,None
7980,7980,1290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.CrouchBreathFactor,Mult_C,0.2,None,None
7981,7981,290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.ProneBreathFactor,Mult_C,0.2,None,None
7982,7982,1290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.ProneBreathFactor,Mult_C,0.2,None,None
7983,7983,290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.StandBreathFactor,Mult_C,0.2,None,None
7984,7984,1290010,StaticAttributeModify,False,TacticalEffective,WeaponAppearanceTable.HoldBreathId.StandBreathFactor,Mult_C,0.2,None,None
7985,7985,110494,StaticAttributeModify,False,NONE,GMagCapacity,Addend,2,None,None
7986,7986,1110494,StaticAttributeModify,False,NONE,GMagCapacity,Addend,2,None,None
7987,7987,130107,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.88,None,None
7988,7988,1130107,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,0.88,None,None
7989,7989,130107,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.88,None,None
7990,7990,1130107,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,0.88,None,None
7991,7991,130107,StaticAttributeModify,False,NONE,GRecoil_HShake,Mult_C,0.76,None,None
7992,7992,1130107,StaticAttributeModify,False,NONE,GRecoil_HShake,Mult_C,0.76,None,None
7993,7993,130107,StaticAttributeModify,False,NONE,GRecoil_VShake,Mult_C,0.76,None,None
7994,7994,1130107,StaticAttributeModify,False,NONE,GRecoil_VShake,Mult_C,0.76,None,None
7995,7995,130178,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.AnimId,Initial,150,None,None
7996,7996,120060,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.AnimId,Initial,150,None,None
7997,7997,130178,StaticAttributeReplace,False,NONE,ViewId,Initial,11703,None,None
7998,7998,120060,StaticAttributeReplace,False,NONE,ViewId,Initial,11703,None,None
7999,7999,130178,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimId,Initial,47,None,None
8000,8000,120060,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimId,Initial,47,None,None
8001,8001,150268,StaticAttributeReplace,False,NONE,bEnableAimOnReloading,Initial,0,None,None
8002,8002,140254,StaticAttributeReplace,False,NONE,bEnableAimOnReloading,Initial,1,None,None
8003,8003,150268,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.WeaponAnimId,Initial,1001,None,None
8004,8004,150321,StaticAttributeModify,False,NONE,GReload_Time,Mult_A,0.3,None,None
8005,8005,150320,StaticAttributeModify,False,NONE,GReload_Time,Mult_A,0.15,None,None
8006,8006,150315,StaticAttributeReplace,False,NONE,GMagCapacity,Initial,30,None,None
8007,8007,1140254,StaticAttributeReplace,False,NONE,bEnableAimOnReloading,Initial,1,None,None
8008,8008,1130178,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.AnimId,Initial,150,None,None
8009,8009,1120060,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.AnimId,Initial,150,None,None
8010,8010,1130178,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimId,Initial,47,None,None
8011,8011,1120060,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimId,Initial,47,None,None
8012,8012,218070033,StaticAttributeReplace,False,NONE,DisplayAttrValues.2,Initial,20,None,None
8013,8013,1100069,StaticAttributeReplace,False,NONE,DisplayAttrValues.2,Initial,30,None,None
8014,8014,120180,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8015,8015,120180,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8016,8016,120180,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,3,None,None
8017,8017,120180,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
8018,8018,120180,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,9,None,None
8019,8019,120180,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,9,None,None
8020,8020,120180,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-4,None,None
8021,8021,120180,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,-4,None,None
8022,8022,120180,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8023,8023,120180,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8024,8024,120181,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8025,8025,120181,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8026,8026,120181,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,6,None,None
8027,8027,120181,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
8028,8028,120181,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-4,None,None
8029,8029,120181,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-4,None,None
8030,8030,120181,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,6,None,None
8031,8031,120181,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,6,None,None
8032,8032,120181,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8033,8033,120181,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8034,8034,120185,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8035,8035,120185,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8036,8036,120185,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
8037,8037,120185,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
8038,8038,120185,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,4,None,None
8039,8039,120185,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,4,None,None
8040,8040,120185,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
8041,8041,120185,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
8042,8042,120185,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8043,8043,120185,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8044,8044,120164,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8045,8045,120164,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8046,8046,120164,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
8047,8047,120164,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
8048,8048,120164,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,2,None,None
8049,8049,120164,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
8050,8050,120164,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
8051,8051,120164,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,2,None,None
8052,8052,120164,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,8,None,None
8053,8053,120164,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,8,None,None
8054,8054,120165,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8055,8055,120165,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8056,8056,120165,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,6,None,None
8057,8057,120165,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
8058,8058,120165,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-4,None,None
8059,8059,120165,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-4,None,None
8060,8060,120165,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,6,None,None
8061,8061,120165,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,6,None,None
8062,8062,120165,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8063,8063,120165,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8064,8064,350106,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8065,8065,350106,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8066,8066,350106,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
8067,8067,350106,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
8068,8068,350106,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,2,None,None
8069,8069,350106,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
8070,8070,350106,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
8071,8071,350106,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,2,None,None
8072,8072,350106,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8073,8073,350106,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8074,8074,110513,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
8075,8075,110513,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
8076,8076,110513,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,4,None,None
8077,8077,110513,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
8078,8078,110513,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,8,None,None
8079,8079,110513,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,8,None,None
8080,8080,110513,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-6,None,None
8081,8081,110513,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,-6,None,None
8082,8082,110513,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,8,None,None
8083,8083,110513,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,8,None,None
8084,8084,110514,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.3,None,None
8085,8085,110514,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.3,None,None
8086,8086,110514,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,9,None,None
8087,8087,110514,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,9,None,None
8088,8088,110514,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-7,None,None
8089,8089,110514,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-7,None,None
8090,8090,110514,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
8091,8091,110514,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,4,None,None
8092,8092,110514,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-12,None,None
8093,8093,110514,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,-12,None,None
8094,8094,110515,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.18,None,None
8095,8095,110515,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.18,None,None
8096,8096,110515,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
8097,8097,110515,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
8098,8098,110515,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
8099,8099,110515,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
8100,8100,110515,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
8101,8101,110515,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,3,None,None
8102,8102,110515,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
8103,8103,110515,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
8104,8104,110518,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,-0.3,None,None
8105,8105,110518,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,-0.3,None,None
