RowName,RuleKey,AnimFunctionId,PartFunctionType,AccessoryAnimPoseArray,AccessoryAnimPoseMap,AccessoryTPPAnimPoseArray,AccessoryHallAnimPoseArray,AccessoryAnimRightPoseArray,AccessoryTPPAnimRightPoseArray,AccessoryHallAnimRightPoseArray,ForbidLeftHandIKRulerArray,PartAnimInstance,BipodDeployId,Param1,Param2,OverrideRuleCollects,RowDescription
13110000069,82,14001,EWeaponPartAnimFunctionType::Anim_Sco,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Sco/Sco_1X-10X_vudu1-10_061/ABP_Sco_1X-10X_vudu1-10_061.ABP_Sco_1X-10X_vudu1-10_061_C, SubPath=)",1,,,,None
13110000052,83,14002,EWeaponPartAnimFunctionType::Anim_Sco,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Sco/Sco_1X-5X_specter1-5_051/ABP_Sco_1X-5X_specter1-5_051.ABP_Sco_1X-5X_specter1-5_051_C, SubPath=)",1,,,,None
18080000012,0,15059,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/BattlefieldProps/BF_ExplosiveLauncher_001/Anim/1P/BF_ExplosiveLauncher_001_M_1P_Idle_Pose.BF_ExplosiveLauncher_001_M_1P_Idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/BattlefieldProps/BF_ExplosiveLauncher_001/Anim/3P/BF_ExplosiveLauncher_001_M_3P_IdleHandPose.BF_ExplosiveLauncher_001_M_3P_IdleHandPose, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_74,0,16001,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_556-45-30R_M4A1-Std_001_Transparent/ABP_TransparentMag.ABP_TransparentMag_C, SubPath=)",1,,,,None
13050000254,0,15060,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/SKSM/Mlale/1P/SR_M_1P_SKSM_Idle_Pose02.SR_M_1P_SKSM_Idle_Pose02, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SR/SKSM/Mlale/3P/SR_M_UI_SKSM_Idle_addtive.SR_M_UI_SKSM_Idle_addtive, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/Mini14/1P/DMR_M_1P_Mini14_IDLE_POSE01.DMR_M_1P_Mini14_IDLE_POSE01, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13170000008,89,11006,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_AUGBar_007/ABP_Bip_AUGBar_007_1P.ABP_Bip_AUGBar_007_1P_C, SubPath=)",1,0.4,0.48,,None
NewRow_76,0,15061,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/Dev/Dev_Weal_BHD_010/Anim/Dev_Weal_BHD_010_Anim_Pose.Dev_Weal_BHD_010_Anim_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/M4A1/3p/AR_M_3P_Car15_Idlepose_b.AR_M_3P_Car15_Idlepose_b, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,,"(ForbidLeftHandIKType=EForbidLeftHandIKType::EOutReachDistance, OutReachDistance=30, SocketName=None)","(AssetPath=None, SubPath=)",1,,,,None
13140000031,91,11010,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_SI_012/ABP_Bip_SI_012.ABP_Bip_SI_012_C, SubPath=)",1,0.4,0.48,,None
18020000010预设,10,15062,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/MP7/1p/SMG_M_MP7_1P_Idle.SMG_M_MP7_1P_Idle, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/MP_F_MVPL1_POSE.MP_F_MVPL1_POSE, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/MP_F_MVPL1_POSE.MP_F_MVPL1_POSE, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Femal/UI/SMG_F_UI_Stand_Pose.SMG_F_UI_Stand_Pose, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13170000010,95,11008,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_M249_011/ABP_Bip_M249_011.ABP_Bip_M249_011_C, SubPath=)",1,0.4,0.48,,None
18010000038,0,15063,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
18070000033,0,15064,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Femal/UI/SMG_F_UI_Stand01.SMG_F_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SMG/General/Femal/UI/SMG_F_UI_Stand01.SMG_F_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18040000003,0,15065,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/LMG/Xm250/1P/LGM_M_1P_Xm250_Idle_Pose.LGM_M_1P_Xm250_Idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/LMG/Xm250/3P/LMG_M_Xm250_3P_Idle.LMG_M_Xm250_3P_Idle, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_TriangleGripPose.AR_M_UI_TriangleGripPose, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/LMG/PKM/3P/LMG_M_PKM_UI_idlepose.LMG_M_PKM_UI_idlepose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/LMG/General/Male/UI/LMG_M_UI_Stand01.LMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18050000031,0,15066,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=/Game/Models/Weapons/Guns/AR/G3/3p/AR_M_3P_G3_IdleBase.AR_M_3P_G3_IdleBase, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13030000174,0,15068,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=None, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/PT/ColtPython/3P/PT_M_ColtPython_3P_PisG_Atdditive.PT_M_ColtPython_3P_PisG_Atdditive, SubPath=)",,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_79,100,11007,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose.AR_M_1P_FroGPose, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_chuizhi_FroGPose_Far.AR_M_1P_chuizhi_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_FroGPose01.AR_M_3P_FroGPose01, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_VerticalGripPose.AR_M_UI_VerticalGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
13140000041,101,15069,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose.AR_M_1P_FroGPose, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_chuizhi_FroGPose_Far.AR_M_1P_chuizhi_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_FroGPose05.AR_M_3P_FroGPose05, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_VerticalGripPose.AR_M_UI_VerticalGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
13140000038,102,11007,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_SI_012/ABP_Bip_SI_012.ABP_Bip_SI_012_C, SubPath=)",1,0.4,0.48,,None
13170000009,103,11009,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_XM250_006/ABP_Bip_XM250_006_1P.ABP_Bip_XM250_006_1P_C, SubPath=)",1,0.4,0.48,,None
18020000011,0,15070,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/QCQ171/1P/SMG_M_1P_QCQ171_Idle_POSE.SMG_M_1P_QCQ171_Idle_POSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/QCQ171/3P/SMG_M_3P_QCQ171_IdlePOSE_IKpose.SMG_M_3P_QCQ171_IdlePOSE_IKpose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18040000004,0,15071,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/LMG/QJB201/1P/LMG_M_1P_QJB201_IdlePose.LMG_M_1P_QJB201_IdlePose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/LMG/QJB201/3P/LMG_M_3P_QJB201_Idlepose.LMG_M_3P_QJB201_Idlepose, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/LMG/General/Femal/UI/LMG_F_UI_Stand01.LMG_F_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/LMG/General/Femal/UI/LMG_F_UI_Stand01.LMG_F_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13140000040,0,10017,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose05.AR_M_1P_FroGPose05, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_zushouqi_FroGPose_Far.AR_M_1P_zushouqi_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_minizushouqi.AR_M_3P_minizushouqi, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_BigHandguard.AR_M_UI_BigHandguard, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
13110000070,82,14001,EWeaponPartAnimFunctionType::Anim_Sco,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Sco/Sco_1X-10X_vudu1-10_061/ABP_Sco_1X-10X_vudu1-10_061.ABP_Sco_1X-10X_vudu1-10_061_C, SubPath=)",1,,,,None
18050000008,0,15072,EWeaponPartAnimFunctionType::IK_LeftHand,,,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18010000040,0,15074,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/HK437/1P/AR_M_1P_HK437_IdlePose_IKPOSE.AR_M_1P_HK437_IdlePose_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/HK437/3P/AR_M_3P_HK437_Idlepose_IKPOSE.AR_M_3P_HK437_Idlepose_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
18150000001,0,15075,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/BowParts/Anims/Bow_M_1P_Idle_IKPose.Bow_M_1P_Idle_IKPose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/BowParts/3P/Bow_M_3P_IdlePose_IKPOSE.Bow_M_3P_IdlePose_IKPOSE, SubPath=)","(AssetPath=None, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_84,0,15076,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_85,0,15077,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
18010000025,0,15078,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_87,0,15079,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AM17/1P/AR_M_1P_AM17_Idle_IKPOSE.AR_M_1P_AM17_Idle_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/AM17/3P/AR_M_3P_AM17_Idle_IKPOSE.AR_M_3P_AM17_Idle_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_88,0,15080,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
13150000001,0,15081,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_78,0,15082,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/R93/Male/1P/SR_M_1P_R93_Idle_02.SR_M_1P_R93_Idle_02, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SR/R93/Male/3P/SR_M_3P_r93_idlepose.SR_M_3P_r93_idlepose, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=); (AssetPath=None, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SR/General/Male/UI/SR_M_UI_Stand01.SR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13050000346,0,15083,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/QCQ171/1P/SMG_M_1P_QCQ171_Idle_POSE_2.SMG_M_1P_QCQ171_Idle_POSE_2, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/QCQ171/3P/SMG_M_3P_QCQ171_IdlePOSE_2.SMG_M_3P_QCQ171_IdlePOSE_2, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_80,7,12004,EWeaponPartAnimFunctionType::Anim_MagBulletChain,,,,,,,,,"(AssetPath=/Game/BluePrints/Weapons/PartsAnimationBP/WeaponPartBulletChain_QBJ201.WeaponPartBulletChain_QBJ201_C, SubPath=)",1,10,,,None
13170000011,95,11010,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_QJB201_013/ABP_Bip_QJB201_013.ABP_Bip_QJB201_013_C, SubPath=)",1,0.4,0.48,,None
NewRow_82,0,15084,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AK12/1P/AR_M_1P_AK12_Idle01_IKpose02.AR_M_1P_AK12_Idle01_IKpose02, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK12/3P/AR_M_AK12_UI_Idle.AR_M_AK12_UI_Idle, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
13030000133,0,15085,EWeaponPartAnimFunctionType::IK_LeftHand,,,,,"(AssetPath=/Game/Models/Weapons/Guns/PT/92F/1P/PT_M_92F_1P_Idle_R_IKPOES.PT_M_92F_1P_Idle_R_IKPOES, SubPath=)",,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_89,0,16002,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_556-45-45R_Polymer_021_Transparent/ABP_AdapterTranSparent45.ABP_AdapterTranSparent45_C, SubPath=)",1,,,,None
NewRow_90,0,13003,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_SkinRule, bReverseRule=False, RuleIDArray=11011), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_HasPartType, bReverseRule=False, RuleIDArray=13), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_PartIDRule, bReverseRule=True, RuleIDArray=13020000456), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=1201); (AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_SkinRule, bReverseRule=False, RuleIDArray=11011), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_HasPartType, bReverseRule=True, RuleIDArray=13), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_PartIDRule, bReverseRule=True, RuleIDArray=13020000456), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=1202)",None
NewRow_91,0,13002,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_SkinRule, bReverseRule=False, RuleIDArray=11011), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_HasPartType, bReverseRule=False, RuleIDArray=13), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_PartIDRule, bReverseRule=True, RuleIDArray=13020000456), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=1203); (AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_SkinRule, bReverseRule=False, RuleIDArray=11011), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_HasPartType, bReverseRule=True, RuleIDArray=13), Rule_Opt=ERule_Opt::And); (AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_PartIDRule, bReverseRule=True, RuleIDArray=13020000456), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=1204)",None
18150000009,0,15086,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/DMR/Malin/1p/DMR_M_1P_Malin_IdlePose_IKPOSE.DMR_M_1P_Malin_IdlePose_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/DMR/Malin/3P/DMR_M_3P_Malin_ldlePose_IKPOSE.DMR_M_3P_Malin_ldlePose_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_IdleShow_001.DMR_M_UI_IdleShow_001, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_81,0,15087,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AUGA3_WeatherForecast/1P/AR_M_AUGA3_WeatherForecast_1P_IdlePose.AR_M_AUGA3_WeatherForecast_1P_IdlePose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_83,0,16003,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_55645_60_AR60ext_139_Transparent/ABP_TransparentAR60.ABP_TransparentAR60_C, SubPath=)",1,,,,None
NewRow_86,0,16004,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_556-45-45R_Polymer_021_Transparent/ABP_AdapterTranSparent45.ABP_AdapterTranSparent45_C, SubPath=)",1,,,,None
NewRow_92,0,400001,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_WeaponIDRule, bReverseRule=False, RuleIDArray=18030000004), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=1801)",None
13140000035,0,10004,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=/Game/Models/Weapons/Parts/Han/Han_M-156_VssSr3m_066/Anim/3p/SR_M_3P_VssSr3m_IdlePose2.SR_M_3P_VssSr3m_IdlePose2, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
18030000005,0,15073,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SG/Citori725/1P/SG_M_1P_Citori725_idle_Pose.SG_M_1P_Citori725_idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SG/Citori725/3P/SG_M_3P_Citori725_idlepose.SG_M_3P_Citori725_idlepose, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Female/DMR_F_UI_Stand01.DMR_F_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13460020004,0,20004,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Pendant/Pendant_Treasured_AsaraRocket_110/ABP_Pendant_Treasured_AsaraRocket_110_1P.ABP_Pendant_Treasured_AsaraRocket_110_1P_C, SubPath=)",1,,,,None
NewRow_93,0,15088,EWeaponPartAnimFunctionType::IK_LeftHand,,,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_94,0,15089,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AUGA3_WeatherForecast/1P/AR_M_AUGA3_WeatherForecast_1P_IdlePose.AR_M_AUGA3_WeatherForecast_1P_IdlePose, SubPath=)",,,,,,"(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_95,0,15090,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/MK4/1P/AR_M_1P_MK4_Ik_pose.AR_M_1P_MK4_Ik_pose, SubPath=)",,,,,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18100000017,0,15091,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Melees/Knife/Knife_8D8B8_80/Animation/1P/Melee_M_Knife_8D8B8_80_1P_IKPose.Melee_M_Knife_8D8B8_80_1P_IKPose, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
139,139,760002,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_WeaponIDRule, bReverseRule=False, RuleIDArray=18050000032), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=760002)",None
140,140,760003,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_WeaponIDRule, bReverseRule=False, RuleIDArray=18050000032), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=760003)",None
