RowName,WeaponId,WeaponDisplayName,IsWeaponUseVehicleMesh,IsWeaponShouldPlayAnimInFPPView,IsWeaponUseVehicleMeshWithVehicle,IsWeaponShouldPlayAnimInFPPViewWithVehicle,IsFixed,FixedRotationLerpValue,MaxDistance,bOverrideWeaponTraceDistance,OverridedWeaponTraceDistance,FixedFireStartPos,RotAudioId,RotLerpValue,RotLerpThreshold,WeaponRotYawSpeed,WeaponRotPitchSpeed,WeaponMaxPitch,WeaponMinPitch,WeaponPitchRange,FireWindEffectInfo,IsNeedFireEffect,FireEffectRaycastDistance,FireForcePos,FireVelocityValue,FireAngularVelocityValue,FiredDustEffect,FiredDustRaycastDistance,FPPUpAdditiveAnim,FPPDownAdditiveAnim,HideSockets,CrossHairName,WeaponUIIcon,WeaponTypeIcon,WeaponGunMesh,WeaponGunLocalTransform,WeaponGunModificationEffect,AnotherWeaponGunMesh,AnotherWeaponGunLocalTransform,AnotherWeaponGunModificationEffect,WeaponRootMesh,WeaponRootModificationEffect,RowDescription
武器站-防空炮,18120000046,,False,True,"(Key=1201003, Value=True)","(Key=1201003, Value=False)",False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=(); (), Orders=0; 1, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=80, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=70), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
轮突7.62同轴轻机枪,18120000039,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,100,60,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
轮突12.7同轴重机枪,18120000040,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,100,60,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武器站-线控飞弹,18120000047,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=60, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-13, Y=0, Z=64), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
轮突反坦克导弹,18120000048,,True,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,360,180,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-20, Y=89, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
轮突防空导弹,18120000049,,True,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,360,180,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-20, Y=89, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
LAV步战车线控导弹,18120000050,,False,False,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,45,45,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
LAV步战车同轴机枪,18120000051,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,100,60,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
25mm机炮,18120000052,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetSecondAimRoot,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
30mm机炮,18120000053,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetSecondAimRoot,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
空空导弹,18120000054,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetForthAimRoot,(),(),(),"(Rotation=(), Translation=(X=-226, Y=-512.8302, Z=156.21394), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-226, Y=512.8302, Z=156.21394), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
空地导弹,18120000055,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetForthAimRoot,(),(),(),"(Rotation=(), Translation=(X=-129, Y=-312, Z=141), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-129, Y=312, Z=141), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
雷达弹,18120000056,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,AimRoot,(),(),(),"(Rotation=(), Translation=(X=-129, Y=-312, Z=141), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-129, Y=312, Z=141), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
九头蛇火箭弹,18120000057,,False,True,,,True,20,20000,True,70000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetThirdAimRoot,(),(),(),"(Rotation=(), Translation=(X=-210, Y=-312, Z=125), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-210, Y=312, Z=125), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
GTQ35多用途弹,18120000058,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1000,10,10,100,60,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1200, WindEffectStrength=0.8, WindEffectDuration=5)",True,100,"(X=0, Y=0, Z=0)",225,0.5,P_Vehicle_CTQ35_02_GunFire_Smoke,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
GTQ35炮射导弹,18120000059,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1000,10,10,120,60,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1200, WindEffectStrength=0.8, WindEffectDuration=5)",True,100,"(X=0, Y=0, Z=0)",225,0.5,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
