RowName,BehaviorScoreName,ScoreName,ScoreNameExt,Category,ScoreBoardCategoryType,ScoreBoardContributionType,TLogCategoryType,bIsVoluntarily,ShowText,ShowTextColor,PlayerNameColor,Score,MedalScore,TournamentScore,Icon,IconColor,Audio,Condition,ScoreBoardType,Notation,IntValue1,IntValue2,IntValue3,FloatValue1,FloatValue2,FloatValue3,ScoreBoardCategoryTypeArray1,AvailableMode,AvailableWeapon,AnimName,WeaponUpgradeMultiplier,AccountUpgradeMultiplier,bCheckAntiBrush,AntiBrushDuration,AntiBrushCount,AntiBrushCD,bIsDifferentCamp,AttackerMultiplier,DefenderMultiplier,AILabType,RowDescription
Combat_Hit,Combat_Hit,EScoreName::EHitPlayerCharacter,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::EKill,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",1,1,1,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,玩家对敌人造成伤害每滴血,EScoreBoardType::ENone,仅敌人，载具有“命中载具”,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,1,1,False,0,0,0,False,1,1,3,None
Operator_Dye_29,None,EScoreName::BreakRebornFlag,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EKill,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",45,45,45,(),"(R=1, G=1, B=1, A=1)",,摧毁重生信标,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
Operator_Dye_30,None,EScoreName::EAddAmmo,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,重新补给弹药,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
NewRow,None,EScoreName::WeaponKillCharacter,18080000009,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerUluuru,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",200,200,200,(),"(R=1, G=1, B=1, A=1)",,None,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
NewRow_0,None,EScoreName::WeaponDestroyVehicle,18080000009,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EArmEngineerUluuru,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",200,200,200,(),"(R=1, G=1, B=1, A=1)",,None,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
EKillHighThreatTarget,None,EScoreName::EKillHighThreatTarget,None,战斗,EScoreBoardCategoryType::EBattle,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EOther,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",1500,1500,1500,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,击杀高威胁目标,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
EKillHighThreatTargetAssist,None,EScoreName::EKillHighThreatTargetAssist,None,战斗,EScoreBoardCategoryType::EBattle,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EOther,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",350,350,350,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,击杀高威胁目标助攻,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
EHighThreatTargetClear,None,EScoreName::EHighThreatTargetClear,None,战斗,EScoreBoardCategoryType::EEarn,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EOther,False,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",100,100,100,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,高威胁目标已清除,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
EBattleFieldOrdersTargetCapPointOccupied,EBattleFieldOrdersTargetCapPointOccupied,EScoreName::EBattleFieldOrdersConcentratedFireCompleted,None,目标,EScoreBoardCategoryType::EEarn,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::EOther,False,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",1000,1000,1000,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,战场指令目标据点已被占领,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
在F35部署,None,EScoreName::EVehicle_Redeploy,1301007,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
Logistical_Vehicledeploy_0,None,EScoreName::EVehicle_Redeploy,1101001,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_81,None,EScoreName::EVehicle_Redeploy,1103007,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_82,None,EScoreName::EVehicle_Redeploy,1102001,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_83,None,EScoreName::EVehicle_Redeploy,1101003,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_84,None,EScoreName::EVehicle_Redeploy,1101002,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_85,None,EScoreName::EVehicle_Redeploy,1103012,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_156,None,EScoreName::EVehicle_Redeploy,1201002,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_86,None,EScoreName::EVehicle_Redeploy,1201003,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_155,None,EScoreName::EVehicle_Redeploy,1201001,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_87,None,EScoreName::EVehicle_Redeploy,1301002,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_88,None,EScoreName::EVehicle_Redeploy,1101004,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_89,None,EScoreName::EVehicle_Redeploy,1103004,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_90,None,EScoreName::EVehicle_Redeploy,1301005,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
NewRow_145,None,EScoreName::EVehicle_Redeploy,1101005,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,友军/队友在玩家驾驶的载具上部署,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
已摧毁F35,None,EScoreName::EVehicle_DestroyVehicle,1301007,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",1350,1350,1350,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_tank,None,EScoreName::EVehicle_DestroyVehicle,1101001,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",900,900,900,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_ATV,None,EScoreName::EVehicle_DestroyVehicle,1103007,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",180,180,180,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_ORV,None,EScoreName::EVehicle_DestroyVehicle,1102001,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",450,450,450,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_LAV-G1,None,EScoreName::EVehicle_DestroyVehicle,1101003,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",720,720,720,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_LAV-AA,None,EScoreName::EVehicle_DestroyVehicle,1101002,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",720,720,720,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_LSOV,None,EScoreName::EVehicle_DestroyVehicle,1103012,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",180,180,180,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_UCB,None,EScoreName::EVehicle_DestroyVehicle,1201003,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",720,720,720,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
摧毁冰岛船,None,EScoreName::EVehicle_DestroyVehicle,1201001,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",450,450,450,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_Heli,None,EScoreName::EVehicle_DestroyVehicle,1301002,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",900,900,900,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_WheeledTank,None,EScoreName::EVehicle_DestroyVehicle,1101004,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",720,720,720,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_pika,None,EScoreName::EVehicle_DestroyVehicle,1103004,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",200,200,200,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
NewRow_157,None,EScoreName::EVehicle_DestroyVehicle,1201002,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",200,200,200,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_bird,None,EScoreName::EVehicle_DestroyVehicle,1301005,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",900,900,900,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
Vehicle_Destoryedvehicle_GTQ,None,EScoreName::EVehicle_DestroyVehicle,1101005,载具,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::EBuildAndDestroyContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",900,900,900,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,对敌方载具进行最后一击使其摧毁,EScoreBoardType::ENone,,0,0,0,5,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,True,5,3,5,False,1,1,11,None
NewRow_1,None,EScoreName::EMPHitEnemy,None,战斗,EScoreBoardCategoryType::EBattle,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EKill,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,使用EMP每干扰一个玩家触发一次得分,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
NewRow_2,None,EScoreName::EMPHitVehicle,None,战斗,EScoreBoardCategoryType::EBattle,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EToVehicle,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,使用EMP每干扰一个辆敌方载具触发一次得分,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
CatTracingEnemy,None,EScoreName::CatTracingEnemy,None,兵种,EScoreBoardCategoryType::EArm,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconCatWoman,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用信号破译器标记敌方（每次标记触发）,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
CatTracingEnemyAssist,None,EScoreName::CatTracingEnemyAssist,None,兵种,EScoreBoardCategoryType::EArm,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconCatWoman,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",0,0,0,(),"(R=1, G=1, B=1, A=1)",,被标记敌方5s内被击杀,EScoreBoardType::EAssist,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
CatTracingEnemyKill,None,EScoreName::CatTracingEnemyKill,None,兵种,EScoreBoardCategoryType::EArm,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconCatWoman,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",25,25,25,(),"(R=1, G=1, B=1, A=1)",,击杀被信号破译器连线的目标,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
