---,RecoilId,RecoilType,Single_HorizontalRecoils,Single_HorizontalRandomMin,Single_HorizontalRandomMax,Single_HorizontalScale,Single_VerticalRecoils,Single_VerticalRandomMin,Single_VerticalRandomMax,Single_VerticalScale,SingleOrBurstResetTimeTolerant,Continue_HorizontalRecoils,Continue_HorizontalRandomMin,Continue_HorizontalRandomMax,Continue_HorizontalScale,Continue_VerticalRecoils,Continue_VerticalRandomMin,Continue_VerticalRandomMax,Continue_VerticalScale,ContinueLoop_HorizontalRecoils,ContinueLoop_HorizontalRandomMin,ContinueLoop_HorizontalRandomMax,ContinueLoop_HorizontalScale,ContinueLoop_VerticalRecoils,ContinueLoop_VerticalRandomMin,ContinueLoop_VerticalRandomMax,ContinueLoop_VerticalScale,RecoilShakePitch_WholeAmplitude,RecoilShakePitch_Frequency,RecoilShakePitch_ShiftMin,RecoilShakePitch_ShiftMax,RecoilShakePitch_InFireDamping,RecoilShakePitch_Duration,RecoilShakeYaw_WholeAmplitude,RecoilShakeYaw_Frequency,RecoilShakeYaw_ShiftMin,RecoilShakeYaw_ShiftMax,RecoilShakeYaw_InFireDamping,RecoilShakeYaw_Duration,RecoilShakePitchWithCurve_WholeAmplitude,RecoilShakeYawWithCurve_WholeAmplitude,bUseManualCurveEffect,bLimitRecoilEaseTime,RecoilEaseTime,PitchEaseType,YawEaseType,SideAimingRecoilFactor_Horizontal,SideAimingRecoilFactor_Vertical,SideAimingRecoilShakeFactor_Horizontal,SideAimingRecoilShakeFactor_Vertical,bEnableSpringGunKick,SpringYawMin,SpringYawMax,SpringPitchMin,SpringPitchMax,SpringTime,SpringRatio,RecoverStartTime,RecoverSpringTime,RecoverSpringRatio
【正式武器】冲锋枪4-4-4,121011,WeaponRecoil_DFM,0,0,0,1.978758,2.22,-0.5724,0.5724,1,0,"0,2.11,2.11,-1.91,-1.98,-1.9,-1.62,1.54,0.59,2.45,1.59,1.44,-1.3,-1.07,-1.12,-1.03,1.2,1.37,1.08,1.18,1.28,1.4,1.19,1.4,-1.4,-0.96,-0.95,-1.01,0.92,0.92,1.05,1.34,-0.99,-0.91,-1.13,-0.91,0.91,1.06,0.84,0.92,1.27,0.99,1.28,-1.16,-1.15,-1.13,-1.19,-1.26,-1.03",-0.2,0.2,1.2,"3.18,4.93,4.44,3.62,3.59,3.49,3.25,2.97,1.73,1.87,2.78,2.36,2.94,2.9,3.62,3.24,2.72,2.47,2.63,2.21,2.18,2.32,2.09,2.18,2.58,2.06,2.49,2.58,2.22,2.17,2.57,2.58,2.58,2.67,3.14,2.95,2.47,2.42,2.01,1.6,1.55,1.92,1.89,2.69,2.43,2.35,1.83,1.63,1.37",-0.4,0.4,1.4,"0,2.11,2.11,-1.91,-1.98,-1.9,-1.62,1.54,0.59,2.45,1.59,1.44,-1.3,-1.07,-1.12,-1.03,1.2,1.37,1.08,1.18,1.28,1.4,1.19,1.4,-1.4,-0.96,-0.95,-1.01,0.92,0.92,1.05,1.34,-0.99,-0.91,-1.13,-0.91,0.91,1.06,0.84,0.92,1.27,0.99,1.28,-1.16,-1.15,-1.13,-1.19,-1.26,-1.03",-0.2,0.2,1.2,"3.18,4.93,4.44,3.62,3.59,3.49,3.25,2.97,1.73,1.87,2.78,2.36,2.94,2.9,3.62,3.24,2.72,2.47,2.63,2.21,2.18,2.32,2.09,2.18,2.58,2.06,2.49,2.58,2.22,2.17,2.57,2.58,2.58,2.67,3.14,2.95,2.47,2.42,2.01,1.6,1.55,1.92,1.89,2.69,2.43,2.35,1.83,1.63,1.37",-0.4,0.4,1.4,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0668,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
NewRow_3,12121,WeaponRecoil_DFM,"0.50, 0.80, 1.20, 1.40, 0.90, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, 0.40, 0.70, 1.10, 1.30, 0.80, -0.40, -0.70, -1.00, -1.30, -1.60, -1.90, 0.60, 0.90, 1.20, 1.00, 0.50, -0.50, -0.80, -1.10, -1.40, -1.70, -2.00, 0.30, 0.60, 0.90, 1.10, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, -1.60, -1.30, -1.00, -0.70, -0.40",-0.2,0.2,0.85,"3.2, 4.8, 4.3, 3.5, 3.4, 3.1, 2.8, 1.6, 1.7, 2.6, 2.7, 3.3, 2.9, 3.5, 3.1, 2.6, 2.3, 2.4, 2.0, 2.1, 2.2, 2.5, 2.1, 2.4, 2.5, 2.2, 2.1, 2.4, 2.4, 2.5, 2.6, 3.0, 2.8, 2.3, 1.9, 1.5, 1.4, 1.8, 1.7, 2.4, 1.6, 1.3, 1.7, 1.5, 1.9, 1.4, 1.8, 1.6, 1.5, 1.2",-0.3,0.3,1.55,0.2,"0.50, 0.80, 1.20, 1.40, 0.90, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, 0.40, 0.70, 1.10, 1.30, 0.80, -0.40, -0.70, -1.00, -1.30, -1.60, -1.90, 0.60, 0.90, 1.20, 1.00, 0.50, -0.50, -0.80, -1.10, -1.40, -1.70, -2.00, 0.30, 0.60, 0.90, 1.10, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, -1.60, -1.30, -1.00, -0.70, -0.40",-0.2,0.2,1.2,"3.2, 4.8, 4.3, 3.5, 3.4, 3.1, 2.8, 1.6, 1.7, 2.6, 2.7, 3.3, 2.9, 3.5, 3.1, 2.6, 2.3, 2.4, 2.0, 2.1, 2.2, 2.5, 2.1, 2.4, 2.5, 2.2, 2.1, 2.4, 2.4, 2.5, 2.6, 3.0, 2.8, 2.3, 1.9, 1.5, 1.4, 1.8, 1.7, 2.4, 1.6, 1.3, 1.7, 1.5, 1.9, 1.4, 1.8, 1.6, 1.5, 1.2",-0.4,0.4,1.65,"0,2.11,2.11,-1.91,-1.98,-1.9,-1.62,1.54,0.59,2.45,1.59,1.44,-1.3,-1.07,-1.12,-1.03,1.2,1.37,1.08,1.18,1.28,1.4,1.19,1.4,-1.4,-0.96,-0.95,-1.01,0.92,0.92,1.05,1.34,-0.99,-0.91,-1.13,-0.91,0.91,1.06,0.84,0.92,1.27,0.99,1.28,-1.16,-1.15,-1.13,-1.19,-1.26,-1.03",-0.2,0.2,1.2,"3.18,4.93,4.44,3.62,3.59,3.49,3.25,2.97,1.73,1.87,2.78,2.36,2.94,2.9,3.62,3.24,2.72,2.47,2.63,2.21,2.18,2.32,2.09,2.18,2.58,2.06,2.49,2.58,2.22,2.17,2.57,2.58,2.58,2.67,3.14,2.95,2.47,2.42,2.01,1.6,1.55,1.92,1.89,2.69,2.43,2.35,1.83,1.63,1.37",-0.4,0.4,1.4,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,1,True,True,0.0668,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
NewRow_4,12120,WeaponRecoil_DFM,"0.50, 0.80, 1.20, 1.40, 0.90, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, 0.40, 0.70, 1.10, 1.30, 0.80, -0.40, -0.70, -1.00, -1.30, -1.60, -1.90, 0.60, 0.90, 1.20, 1.00, 0.50, -0.50, -0.80, -1.10, -1.40, -1.70, -2.00, 0.30, 0.60, 0.90, 1.10, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, -1.60, -1.30, -1.00, -0.70, -0.40",-0.2,0.2,0.85,"3.2, 4.8, 4.3, 3.5, 3.4, 3.1, 2.8, 1.6, 1.7, 2.6, 2.7, 3.3, 2.9, 3.5, 3.1, 2.6, 2.3, 2.4, 2.0, 2.1, 2.2, 2.5, 2.1, 2.4, 2.5, 2.2, 2.1, 2.4, 2.4, 2.5, 2.6, 3.0, 2.8, 2.3, 1.9, 1.5, 1.4, 1.8, 1.7, 2.4, 1.6, 1.3, 1.7, 1.5, 1.9, 1.4, 1.8, 1.6, 1.5, 1.2",-0.3,0.3,1.55,0.2,"0.50, 0.80, 1.20, 1.40, 0.90, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, 0.40, 0.70, 1.10, 1.30, 0.80, -0.40, -0.70, -1.00, -1.30, -1.60, -1.90, 0.60, 0.90, 1.20, 1.00, 0.50, -0.50, -0.80, -1.10, -1.40, -1.70, -2.00, 0.30, 0.60, 0.90, 1.10, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, -1.60, -1.30, -1.00, -0.70, -0.40",-0.2,0.2,1.2,"3.2, 4.8, 4.3, 3.5, 3.4, 3.1, 2.8, 1.6, 1.7, 2.6, 2.7, 3.3, 2.9, 3.5, 3.1, 2.6, 2.3, 2.4, 2.0, 2.1, 2.2, 2.5, 2.1, 2.4, 2.5, 2.2, 2.1, 2.4, 2.4, 2.5, 2.6, 3.0, 2.8, 2.3, 1.9, 1.5, 1.4, 1.8, 1.7, 2.4, 1.6, 1.3, 1.7, 1.5, 1.9, 1.4, 1.8, 1.6, 1.5, 1.2",-0.4,0.4,1.65,"0.50, 0.80, 1.20, 1.40, 0.90, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, 0.40, 0.70, 1.10, 1.30, 0.80, -0.40, -0.70, -1.00, -1.30, -1.60, -1.90, 0.60, 0.90, 1.20, 1.00, 0.50, -0.50, -0.80, -1.10, -1.40, -1.70, -2.00, 0.30, 0.60, 0.90, 1.10, -0.30, -0.60, -0.90, -1.20, -1.50, -1.80, -1.60, -1.30, -1.00, -0.70, -0.40",-0.2,0.2,0.85,"3.2, 4.8, 4.3, 3.5, 3.4, 3.1, 2.8, 1.6, 1.7, 2.6, 2.7, 3.3, 2.9, 3.5, 3.1, 2.6, 2.3, 2.4, 2.0, 2.1, 2.2, 2.5, 2.1, 2.4, 2.5, 2.2, 2.1, 2.4, 2.4, 2.5, 2.6, 3.0, 2.8, 2.3, 1.9, 1.5, 1.4, 1.8, 1.7, 2.4, 1.6, 1.3, 1.7, 1.5, 1.9, 1.4, 1.8, 1.6, 1.5, 1.2",-0.3,0.3,1.25,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,1,True,True,0.0668,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
冲锋枪2-5,12110,WeaponRecoil_DFM,0,0,0,1,2.597,-0.6678,0.6678,1,0,"-3,2.34,2.24,-2.57,-2.56,-2.56,-2.39,-2.18,-2.61,2.98,2.94,2.93,2.82,2.92,1.65,-1.41,-1.52,-1.53,-2.08,1.76,1.63,-1.5,0.65,0.85,0.86,0.84,-0.84,-0.86,-0.85",-0.2,0.2,1.2,"4.42,4.61,4.8,5.32,4.61,4.61,4.61,5.32,4.76,4.52,4.42,4.62,4.07,4.34,4.3,4.34,4.34,4.35,4.34,4.13,3.34,3.13,3.35,3.34,3.34,3.35,3.34,3.35,3.34",-0.4,0.4,1.4,"-2.92,-2.22,-2.7,-1.99,-1.51,-2.17,-2.15,-1.9,-2.56,0,-1.44,-2.25",-0.2,0.2,1.2,"3.44,3.54,3.82,3.06,3.04,3.05,3.9",-0.3,0.3,1.05,0.4,0.5,0.1,0.2,0,0,1,1,0.5,0.8,0,0,0.4,0.4,True,True,0.0732,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
冲锋枪2-5_0,12111,WeaponRecoil_DFM,0,0,0,1,2.597,-0.6678,0.6678,1,0,"-3,2.34,2.24,-2.57,-2.56,-2.56,-2.39,-2.18,-2.61,2.98,2.94,2.93,2.82,2.92,1.65,-1.41,-1.52,-1.53,-2.08,1.76,1.63,-1.5,0.65,0.85,0.86,0.84,-0.84,-0.86,-0.85",-0.2,0.2,1.2,"4.42,4.61,4.8,5.32,4.61,4.61,4.61,5.32,4.76,4.52,4.42,4.62,4.07,4.34,4.3,4.34,4.34,4.35,4.34,4.13,3.34,3.13,3.35,3.34,3.34,3.35,3.34,3.35,3.34",-0.4,0.4,1.4,"-2.92,-2.22,-2.7,-1.99,-1.51,-2.17,-2.15,-1.9,-2.56,0,-1.44,-2.25",-0.2,0.2,1.2,"3.44,3.54,3.82,3.06,3.04,3.05,3.9",-0.3,0.3,1.05,0.4,0.5,0.1,0.2,0,0,1,1,0.5,0.8,0,0,0.4,0.4,True,True,0.0732,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
冲锋枪1-2,12050,WeaponRecoil_DFM,0.882,-0.2268,0.2268,1,2.8,-0.72,0.72,1,0,"1.26,0.68,0.07,-1.97,-3.02,-1.34,-0.45,0,2.92,2.92,2.47,2.04,1.76,1.76,1.76,0.84,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,1.41,2.11,2.11,2.11,2.11,2.12,2.92,2.92",-0.2,0.2,1,"4.03,3.94,3.87,2.91,3.77,4.9,4.72,4.54,3.72,1.91,2.57,2.82,3.43,3.52,3.52,3.52,4.93,4.22,4.23,4.22,4.23,4.22,4.22,5.64,4.22,4.22,4.23,4.22,4.23,3.71,1.9",-0.4,0.4,1.5,"2.46,2.05,1.76,1.76,1.76,0.84,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,1.4,2.12,2.11,2.11,2.11,2.11,2.92,2.93,2.46,2.04,1.76,1.76,1.76,0.85,0.84,-0.84,0.84,-0.84,0.84",-0.2,0.2,1,"2.58,2.81,3.45,3.52,3.52,3.52,4.92,4.23,4.22,4.23,4.22,4.22,4.23,5.63,4.22,4.23,4.22,4.23,4.22,3.7,1.91,2.58,2.82,3.43,3.52,3.52,3.52,4.93,4.22,4.23,4.22,4.22",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.091,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
冲锋枪1-21,12051,WeaponRecoil_DFM,0.882,-0.2268,0.2268,1,2.8,-0.72,0.72,1,0,"1.26,0.68,0.07,-1.97,-3.02,-1.34,-0.45,0,2.92,2.92,2.47,2.04,1.76,1.76,1.76,0.84,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,1.41,2.11,2.11,2.11,2.11,2.12,2.92,2.92",-0.2,0.2,0.6,"4.03,3.94,3.87,2.91,3.77,4.9,4.72,4.54,3.72,1.91,2.57,2.82,3.43,3.52,3.52,3.52,4.93,4.22,4.23,4.22,4.23,4.22,4.22,5.64,4.22,4.22,4.23,4.22,4.23,3.71,1.9",-0.4,0.4,1.6,"2.46,2.05,1.76,1.76,1.76,0.84,0.85,-0.85,0.85,-0.85,0.85,-0.85,0.85,1.4,2.12,2.11,2.11,2.11,2.11,2.92,2.93,2.46,2.04,1.76,1.76,1.76,0.85,0.84,-0.84,0.84,-0.84,0.84",-0.2,0.2,0.6,"2.58,2.81,3.45,3.52,3.52,3.52,4.92,4.23,4.22,4.23,4.22,4.22,4.23,5.63,4.22,4.23,4.22,4.23,4.22,3.7,1.91,2.58,2.82,3.43,3.52,3.52,3.52,4.93,4.22,4.23,4.22,4.22",-0.4,0.4,1.2,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.091,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-1,14020,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,3.178,-1,1,1,0,"-0.23,-1.88,2.18,-2.11,-0.16,2.57,-2.04,0.61,3.26,-0.32,-0.21,3.85,0.46,1.95,3.87,0.9,1.89,3.33",-0.2,0.2,1,"4.54,6.8,6.8,2.87,3.18,1.67,3.47,3.11,2.34,3.48,4.38,1.74,3.62,2.42,1.9,3.02,2.57,2.41",-0.3,0.3,1.5,"-0.92,1.22,3.7,0.99,1.51,3.17,-0.15,0.9,3.56,0,1.44,3.25",-0.2,0.2,1,"3.78,2.87,1.29,2.88,3.48,1.74,3.39,3.33,0.84,3.99,3.64,2.34",-0.3,0.3,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0699,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-11,14021,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,3.178,-1,1,1,0,"-0.23,-1.88,2.18,-2.11,-0.16,2.57,-2.04,0.61,3.26,-0.32,-0.21,3.85,0.46,1.95,3.87,0.9,1.89,3.33",-0.2,0.2,1.5,"4.54,6.8,6.8,2.87,3.18,1.67,3.47,3.11,2.34,3.48,4.38,1.74,3.62,2.42,1.9,3.02,2.57,2.41",-0.3,0.3,1.3,"-0.92,1.22,3.7,0.99,1.51,3.17,-0.15,0.9,3.56,0,1.44,3.25",-0.2,0.2,1,"3.78,2.87,1.29,2.88,3.48,1.74,3.39,3.33,0.84,3.99,3.64,2.34",-0.3,0.3,0.8,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0699,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
NewRow_8,140201,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,3.178,-1,1,1,0,"1.2,-1.8,1.5,-2.0,2.2,-1.5,2.0,-1.8,1.8,-2.2,1.6,-2.0,2.0,-1.8,2.2,-2.0,1.5,-1.5,1.8,-1.8,1.6,-1.6,1.4,-1.6,1.5,-1.5,1.5,-1.5,1.2,-1.2",-0.1,0.1,1,"4.0,4.6154,4.0,3.6923,3.4615,3.3077,3.4615,3.2308,3.3846,3.0769,3.3077,3.2308,3.1538,3.3077,3.0769,3.2308,3.0769,3.1538,3.0769,3.2308,3.0,3.0769,3.0,3.0769,2.9231,3.0769,2.9231,3.0,2.9231,2.9231",-0.1,0.1,1,"1.5,-1.5,1.5,-1.5,1.5,-1.5",-0.2,0.2,1,"2.9231,3.0769,2.9231,3.0,2.9231,3.0769",-0.3,0.3,0.8,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,1.1,0.5,True,True,0.0699,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
NewRow_7,140211,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,3.178,-1,1,1,0,"1.2,-1.8,1.5,-2.0,2.2,-1.5,2.0,-1.8,1.8,-2.2,1.6,-2.0,2.0,-1.8,2.2,-2.0,1.5,-1.5,1.8,-1.8,1.6,-1.6,1.4,-1.6,1.5,-1.5,1.5,-1.5,1.2,-1.2",-0.1,0.1,1,"4.0,4.6154,4.0,3.6923,3.4615,3.3077,3.4615,3.2308,3.3846,3.0769,3.3077,3.2308,3.1538,3.3077,3.0769,3.2308,3.0769,3.1538,3.0769,3.2308,3.0,3.0769,3.0,3.0769,2.9231,3.0769,2.9231,3.0,2.9231,2.9231",-0.1,0.1,1,"1.5,-1.5,1.5,-1.5,1.5,-1.5",-0.2,0.2,1,"2.9231,3.0769,2.9231,3.0,2.9231,3.0769",-0.3,0.3,0.8,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,1.1,0.5,True,True,0.0699,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-2,14010,WeaponRecoil_DFM,1.962,-0.54,0.54,1,4.5,-1.5,1.5,1,0,"2.66,-4.68,1.29,0.91,-2.47,-3.4,1.56,0.46,-2.29,-2.12,0.64,1.46,-2.28,-2.02,1.18",-0.2,0.2,1,"6.43,9.72,4.55,4.96,2.9,5.36,4.68,4.68,4.28,2.74,4.7,5.22,4.27,3.72,4.68",-0.4,0.4,1.5,"-2.84,-0.28,-0.27,-4.21,-4.32,0.91,-0.73,-2.39,-4.86,-1.29,0.27,-4.86,-3.95,-0.18,-2.84",-0.2,0.2,1,"3.67,5.33,4.5,4.22,3.76,3.12,4.95,3.87,3.67,5.32,3.57,4.14,3.67,5.04,3.96",-0.4,0.4,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,True,True,0.0897,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-21,14011,WeaponRecoil_DFM,1.962,-0.54,0.54,1,4.5,-1.5,1.5,1,0,"2.66,-4.68,1.29,0.91,-2.47,-3.4,1.56,0.46,-2.29,-2.12,0.64,1.46,-2.28,-2.02,1.18",-0.2,0.2,1.2,"6.43,9.72,4.55,4.96,2.9,5.36,4.68,4.68,4.28,2.74,4.7,5.22,4.27,3.72,4.68",-0.4,0.4,1.5,"-2.84,-0.28,-0.27,-4.21,-4.32,0.91,-0.73,-2.39,-4.86,-1.29,0.27,-4.86,-3.95,-0.18,-2.84",-0.2,0.2,1,"3.67,5.33,4.5,4.22,3.76,3.12,4.95,3.87,3.67,5.32,3.57,4.14,3.67,5.04,3.96",-0.4,0.4,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,True,True,0.0897,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-2_0,14030,WeaponRecoil_DFM,1.962,-0.54,0.54,1,4.5,-1.5,1.5,1,0,"2.66,-4.68,1.29,0.91,-2.47,-3.4,1.56,0.46,-2.29,-2.12,0.64,1.46,-2.28,-2.02,1.18",-0.2,0.2,1.75,"6.43,9.72,4.55,4.96,2.9,5.36,4.68,4.68,4.28,2.74,4.7,5.22,4.27,3.72,4.68",-0.4,0.4,1.85,"-2.84,-0.28,-0.27,-4.21,-4.32,0.91,-0.73,-2.39,-4.86,-1.29,0.27,-4.86,-3.95,-0.18,-2.84",-0.2,0.2,1.75,"3.67,5.33,4.5,4.22,3.76,3.12,4.95,3.87,3.67,5.32,3.57,4.14,3.67,5.04,3.96",-0.4,0.4,1.85,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,True,True,0.0897,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-21_0,14031,WeaponRecoil_DFM,1.962,-0.54,0.54,1,5,-1.5,1.5,1,0,"2.66,-4.68,1.29,0.91,-2.47,-3.4,1.56,0.46,-2.29,-2.12,0.64,1.46,-2.28,-2.02,1.18",-0.2,0.2,1.75,"6.43,9.72,4.55,4.96,2.9,5.36,4.68,4.68,4.28,2.74,4.7,5.22,4.27,3.72,4.68",-0.4,0.4,1.85,"-2.84,-0.28,-0.27,-4.21,-4.32,0.91,-0.73,-2.39,-4.86,-1.29,0.27,-4.86,-3.95,-0.18,-2.84",-0.2,0.2,1.75,"3.67,5.33,4.5,4.22,3.76,3.12,4.95,3.87,3.67,5.32,3.57,4.14,3.67,5.04,3.96",-0.4,0.4,1.85,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,True,True,0.0897,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-4,14040,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,3.178,-1,1,1,0,"-2.23,-2.88,-2.18,-2.11,-3.16,-2.57,-2.04,0.61,-3.26,-0.32,-0.21,-3.85,-0.46,-1.95,-3.87,-0.9,-1.89,-3.33",-0.2,0.4,1,"4.54,6.8,6.8,5.8,4.18,3.67,2.47,3.11,2.34,3.48,4.38,1.74,3.62,2.42,1.9,3.02,2.57,2.41",-0.2,0.2,1.4,"-2.92,-2.22,-2.7,-1.99,-1.51,-2.17,-2.15,-1.9,-2.56,0,-1.44,-2.25",-0.2,0.2,1,"3.78,3.87,2.29,2.88,3.48,2.74,3.39,3.33,3.84,3.99,3.64,4.34",-0.3,0.3,1.4,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0699,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
轻机枪3-41,14041,WeaponRecoil_DFM,-0.161,-0.0486,0.0486,1,2.5,-1,1,1,0,"-2.23,-2.88,-2.18,-2.11,-3.16,-2.57,-2.04,0.61,-3.26,-0.32,-0.21,-3.85,-0.46,-1.95,-3.87,-0.9,-1.89,-3.33",-0.2,0.4,1,"4.54,6.8,6.8,5.8,4.18,3.67,2.47,3.11,2.34,3.48,4.38,1.74,3.62,2.42,1.9,3.02,2.57,2.41",-0.2,0.2,1.4,"-2.92,-2.22,-2.7,-1.99,-1.51,-2.17,-2.15,-1.9,-2.56,0,-1.44,-2.25",-0.2,0.2,1,"3.78,3.87,2.29,2.88,3.48,2.74,3.39,3.33,3.84,3.99,3.64,4.34",-0.3,0.3,1.4,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0699,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪4-1,13020,WeaponRecoil_DFM,2,-10,10,1,10,-2,2,1,0,2,-10,10,1,10,0,0,1.5,2,-10,10,1,10,0,0,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪4-11,13021,WeaponRecoil_DFM,2,-10,10,1,10,0,0,1,0,2,-10,10,1,10,0,0,1.5,2,-10,10,1,10,0,0,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪3-1,13010,WeaponRecoil_DFM,0,-10,10,1,20,0,0,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪3-11,13011,WeaponRecoil_DFM,0,-10,10,1,32,0,0,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪2-1,13040,WeaponRecoil_DFM,0,-10,10,1,20,0,1,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
霰弹枪2-11,13041,WeaponRecoil_DFM,-15,-15,15,1,40,0,1,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
