---,BulletId,InitSpeedFor1P,InitSpeedFor3P,ZeroGravityDistance,AirDragFactor,GravityParam,FlyMode,Radius,MaxDistance,ValidDistance,AttenModes,AttenDistances,AttenRates,SpeedInWaterFactor,WaterDragFactor,bSupportPenetrating,PenetratingPow,bSupportPenetratingWater,bDetectByAPS,BulletBPClass
轻机枪3-2_0,21401,60000,60000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
轻机枪3-4_0,21404,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.75,0.65,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪4-1_0,21203,35000,35000,2500,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪3-1_0,21202,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.8,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪3-2_0,21208,30000,30000,1000,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.85,0.65,0.55,0.45)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪2-1_0,21206,47500,47500,2500,0,9.8,PhysicSimulate,1,100000,2300,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3300,4300,5300,100000)","(0.85,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪2-2_0,21201,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪2-3_0,21209,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2800,3800,4800,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪1-1_0,21204,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】冲锋枪2-4,21210,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,4000,5000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】冲锋枪2-4-1,212101,45000,45000,2500,0,9.8,PhysicSimulate,1,100000,1200,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(1800,2400,4000,100000)","(0.9,0.75,0.65,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪2-5_0,21211,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2800,3800,4800,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪1-2_0,21205,40000,40000,2500,0,9.8,PhysicSimulate,1,100000,1800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2800,3800,4800,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-1_0,21705,40000,40000,2500,0,9.8,PhysicSimulate,1,50000,1000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2000,3000,60000)","(0.85,0.7,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
狙击步枪2-2_0,21607,72000,72000,5000,0,9.8,PhysicSimulate,1,100000,5500,(BlendMode_Dest),(100000),(0.7),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
狙击步枪2-1_0,21608,65000,65000,5000,0,9.8,PhysicSimulate,1,100000,0,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,6000,100000)","(0.8,1,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
狙击步枪3-1_0,21609,65000,65000,5000,0,9.8,PhysicSimulate,1,100000,5500,(BlendMode_Dest),(100000),(0.7),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】狙击步枪4-1,21611,75000,75000,5000,0,9.8,PhysicSimulate,1,100000,3000,(BlendMode_Dest),(100000),(0.7),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】狙击步枪4-2,21633,52500,52500,5000,0,9.8,PhysicSimulate,1,100000,5000,(BlendMode_Dest),(100000),(0.7),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
特殊武器3_1_0,211501,30000,30000,1500,0,9.8,PhysicSimulate,1,100000,1000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,5000,100000)","(0.9,0.8,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponBullet_CBow.WeaponBullet_CBow_C
射手步枪2-3_2,215321,75000,75000,6000,0,9.8,PhysicSimulate,1,100000,2300,"(BlendMode_Dest,BlendMode_Dest)","(5000,100000)","(0.9,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
射手步枪2-3_0,21532,75000,75000,6000,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest)","(6000,100000)","(0.9,0.8)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
118,1846,100000,100000,0,0,2,PhysicSimulate,3,100000,50000,"(BlendMode_Dest,BlendMode_Dest)","(55000,60000)","(0.9,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
119,1847,90000,90000,0,0,9.8,PhysicSimulate,10,100000,50000,"(BlendMode_Dest,BlendMode_Dest)","(70000,100000)","(0.9,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
120,1848,30000,30000,5000,0,5,PhysicSimulate,3,40000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
121,1849,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponVehicleAAMissile.BP_WeaponVehicleAAMissile_C
战车烟幕,2111,500,500,0,0,9.8,PhysicSimulate,1,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_Boss03_SmokeBullet.BP_Boss03_SmokeBullet_C
123,1850,60000,60000,0,0.0012,10,PhysicSimulate,1,20000,5000,"(BlendMode_Dest,BlendMode_Dest)","(15000,20000)","(0.8,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
124,1851,50000,50000,0,0,0,PhysicSimulate,10,50000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,50000)","(0.9,0.8)",0.25,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileStrikeVehicle_2.BP_WeaponProjectileStrikeVehicle_2_C
125,1852,50000,50000,25000,0,50,PhysicSimulate,3,50000,40000,"(BlendMode_Dest,BlendMode_Dest)","(45000,500000)","(0.7,0.5)",0.25,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
BOSS03信号弹,2112,7000,7000,0,0,9.8,PhysicSimulate,1,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_Boss03_SignalBullet.BP_Boss03_SignalBullet_C
狙击步枪3-2,1613,1000000,1000000,100000000,0,0,PhysicSimulate,1,100000000,50000000,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
轮突7.62同轴轻机枪,1853,80000,80000,10000,0,5,PhysicSimulate,1,35000,2500,"(BlendMode_Dest,BlendMode_Dest)","(5000,10000)","(0.6875,0.625)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
轮突12.7同轴重机枪,1854,50000,50000,10000,0,9.8,PhysicSimulate,1,50000,6500,"(BlendMode_Dest,BlendMode_Dest)","(8000,9500)","(0.95,0.9)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-4_0,21706,40000,40000,0,0,9.8,PhysicSimulate,1,50000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,60000)","(0.8,0.7,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪1-1_0,21710,40000,40000,0,0,9.8,PhysicSimulate,1,50000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,60000)","(0.8,0.7,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-5_0,21702,40000,40000,0,0,9.8,PhysicSimulate,1,50000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,60000)","(0.8,0.7,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-2_0,21703,34000,34000,2500,0,9.8,PhysicSimulate,1,50000,3500,"(BlendMode_Dest,BlendMode_Dest)","(7000,100000)","(0.8,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-3_0,21704,34000,34000,2500,0,9.8,PhysicSimulate,1,50000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,5000,60000)","(0.9,0.8,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手炮子弹,2113,3300,3300,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/Assault/C301/BP_AbilityBullet_AntiTankGrenade.BP_AbilityBullet_AntiTankGrenade_C
武器站-线控飞弹,1855,10000,10000,2000,0,10,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileAntiTank.BP_WeaponProjectileAntiTank_C
轮突反坦克导弹,1856,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_AntitankMissile.BP_AntitankMissile_C
轮突防空导弹,1857,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_AntiAirMissile.BP_AntiAirMissile_C
手枪2-6_0,21708,40000,40000,0,0,9.8,PhysicSimulate,1,50000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,4000,60000)","(0.9,0.7,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
钩爪枪子弹,2010,30000,30000,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/MedicalSoldier/101/BP_WeaponBulletKnockback.BP_WeaponBulletKnockback_C
左轮霰弹,3002,30000,30000,0,0,9.8,PhysicSimulate,1,50000,1000,"(BlendMode_Dest,BlendMode_Dest)","(2500,100000)","(0.8,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow,1858,4000,4000,6000,0,6,PhysicSimulate,2,2000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/FlameThrower/BP_WeaponPhysicsBulletFlameThrower.BP_WeaponPhysicsBulletFlameThrower_C
雷达弹,1859,10000,10000,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileIntelligentStingerMissile_2.BP_WeaponProjectileIntelligentStingerMissile_2_C
九头蛇火箭弹,1860,50000,50000,0,0,2,PhysicSimulate,10,70000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
25mm机炮,1861,100000,100000,0,0,1,PhysicSimulate,3,100000,50000,"(BlendMode_Dest,BlendMode_Dest)","(55000,60000)","(0.9,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
30mm机炮,1862,75000,75000,25000,0,10,PhysicSimulate,3,90000,40000,"(BlendMode_Dest,BlendMode_Dest)","(45000,500000)","(0.7,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
GTQ35炮射导弹,1863,25000,25000,0,0,5,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_GTQ_35WeaponProjectileIntelligentStingerMissile.BP_GTQ_35WeaponProjectileIntelligentStingerMissile_C
兵种道具-线控飞弹,1864,4000,4000,2000,0,10,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/WireGuidedMissile/BP_AbilityWeaponProjectileWireGuidedMissile.BP_AbilityWeaponProjectileWireGuidedMissile_C
特殊武器3_2,115011,30000,30000,1500,0,9.8,PhysicSimulate,1,100000,6500,(BlendMode_Dest),(100000),(0.9),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponBullet_CBow.WeaponBullet_CBow_C
冲锋艇30mm机炮,1865,30000,30000,15000,0,9.8,PhysicSimulate,3,100000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponCannonBullet_BP.WeaponCannonBullet_BP_C
载具TV弹,1866,2500,2500,7000,0,4,PhysicSimulate,3,100000,0,(),(),(),0.8,0,False,100,True,True,/Game/BluePrints/VehicleWeapon/BP_VehicleTVBullet.BP_VehicleTVBullet_C
武直线控导弹,1867,10000,10000,2000,0,10,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileAntiTank.BP_WeaponProjectileAntiTank_C
固定翼空空导弹,1868,10000,10000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponVehicleAAMissile_2.BP_WeaponVehicleAAMissile_2_C
固定翼空地导弹,1869,10000,10000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponVehicleAAMissile.BP_WeaponVehicleAAMissile_C
射手步枪4-1_0,21507,55000,55000,5000,0,9.8,PhysicSimulate,1,100000,9000,(BlendMode_Dest),(100000),(0.85),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
射手步枪4-1_4,215071,55000,55000,5000,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest)","(5000,100000)","(0.7,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_1,21143,52500,52500,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.75,0.65,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_2,1212,47500,47500,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,4000,100000)","(0.9,0.8,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_4,12121,57500,57500,2500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,4500,100000)","(0.85,0.65,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_3,21212,47500,47500,2500,0,9.8,PhysicSimulate,1,100000,1500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2500,3500,4500,100000)","(0.75,0.65,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_5,212121,57500,57500,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,4000,5000,100000)","(0.7,0.6,0.55,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
手枪2-3_1,17041,34000,34000,2500,0,9.8,PhysicSimulate,1,50000,2300,"(BlendMode_Dest,BlendMode_Dest)","(4000,60000)","(0.85,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
NewRow_6,18450,200,200,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Characters/AI/Boss/Boss07/Boss07_RCV/ADS/BP_WeaponProjectileBoss07RCVADSMissile.BP_WeaponProjectileBoss07RCVADSMissile_C
重生赛义德火焰箭,2011,6000,6000,0,0,4,PhysicSimulate,1,50000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/Maurice/BP_WeaponBullet_C501_FireArrow.BP_WeaponBullet_C501_FireArrow_C
AAV武器站-50mm机炮,1870,65000,65000,10000,0,9.8,PhysicSimulate,10,100000,30000,"(BlendMode_Dest,BlendMode_Dest)",(100000),(0.8),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponCannonBullet_BP.WeaponCannonBullet_BP_C
冲锋枪3-1_1,12020,60000,60000,2500,0,9.8,PhysicSimulate,1,100000,3500,"(BlendMode_Dest,BlendMode_Dest)","(6000,100000)","(0.85,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
冲锋枪3-1_2,212020,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,5500,7500,100000)","(0.8,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪2-1_0,1306,45000,45000,0,0,9.8,PhysicSimulate,1,50000,5000,(BlendMode_Dest),(100000),(0.8),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪1-1_3,21306,40000,40000,0,0,9.8,PhysicSimulate,1,10000,300,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(600,1000,2000,10000)","(0.75,0.6,0.2,0.1)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪1-1_4,213061,40000,40000,0,0,9.8,PhysicSimulate,1,10000,800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(1200,1800,10000)","(0.8,0.6,0.2)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-1_1,1144,45000,45000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest)","(5000,10000)","(0.85,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-1_2,21144,45000,45000,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,5000,7000,100000)","(0.85,0.75,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
防空车对空雷达弹,1871,10000,10000,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_LAVAAWeaponProjectileIntelligentStingerMissile.BP_LAVAAWeaponProjectileIntelligentStingerMissile_C
步战车反坦克导弹_标枪,1872,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_LAV25_DelayHomingStingerMissile.BP_LAV25_DelayHomingStingerMissile_C
SOL喷火器,1873,4000,4000,6000,0,6,PhysicSimulate,2,2000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/FlameThrower/BP_WeaponPhysicsBulletFlameThrower_C502.BP_WeaponPhysicsBulletFlameThrower_C502_C
鱼鹰机炮,1874,90000,90000,15000,0,50,PhysicSimulate,3,45000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,45000)","(0.7,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP_30mmcannon.WeaponPhysicsBulletRPG_BP_30mmcannon_C
鱼鹰转管机枪,1875,80000,80000,10000,0,5,PhysicSimulate,1,50000,4000,"(BlendMode_Dest,BlendMode_Dest)","(7000,10000)","(0.9,0.85)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
步战车制导导弹,1876,5000,5000,0,0,0,PhysicSimulate,3,120000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_ContinuousLockingStingerMissile.BP_ContinuousLockingStingerMissile_C
步战车火箭弹,1877,50000,50000,0,0,2,PhysicSimulate,10,70000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
